,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
9147,Amazing,The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,/games/the-raven-legacy-of-a-master-thief/xbox-360-20010192,Xbox 360,9,Adventure,Y,2013,7,30
9148,Good,Cloudberry Kingdom,/games/cloudberry-kingdom/ps3-134307,PlayStation 3,7.4,Platformer,N,2013,7,30
9149,Good,Just Dance 2014,/games/just-dance-2014/ps3-20000616,PlayStation 3,7.7,Music,N,2013,10,11
9150,Amazing,The Wolf Among Us: Episode 1 -- Faith,/games/the-wolf-among-us-episode-1/xbox-360-20006855,Xbox 360,9,Adventure,Y,2013,10,10
9151,Amazing,The Wolf Among Us: Episode 1 -- Faith,/games/the-wolf-among-us-episode-1/ipad-20007638,iPad,9,Adventure,Y,2013,10,10
9152,Amazing,The Wolf Among Us: Episode 1 -- Faith,/games/the-wolf-among-us-episode-1/pc-20006856,PC,9,Adventure,Y,2013,10,10
9153,Amazing,The Wolf Among Us: Episode 1 -- Faith,/games/the-wolf-among-us-episode-1/ps3-20006854,PlayStation 3,9,Adventure,Y,2013,10,10
9154,Okay,Dead Man's Draw,/games/dead-mans-draw/iphone-20006548,iPhone,6.2,Card,N,2013,10,10
9155,Mediocre,Dragon's Prophet,/games/dragons-prophet/pc-162683,PC,5.1,RPG,N,2013,10,8
9156,Okay,Beyond: Two Souls,/games/beyond-two-souls/ps3-135607,PlayStation 3,6,Adventure,N,2013,10,8
9157,Great,Lone Survivor (Director’s Cut),/games/lone-survivor-147319/vita-147322,PlayStation Vita,8.6,Adventure,N,2013,10,4
9158,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/pc-20006587,PC,5.5,Adventure,N,2013,10,4
9159,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/linux-20006603,Linux,5.5,Adventure,N,2013,10,4
9160,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/xbox-360-20010193,Xbox 360,5.5,Adventure,N,2013,10,4
9161,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/mac-20006588,Macintosh,5.5,Adventure,N,2013,10,4
9162,Mediocre,The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,/games/the-raven-legacy-of-a-master-thief-chapter-ii-ancestry-of-lies/ps3-20010191,PlayStation 3,5.5,Adventure,N,2013,10,4
9163,Good,Armored Core: Verdict Day,/games/armored-core-verdict-day/ps3-161140,PlayStation 3,7.6,Simulation,N,2013,10,1
9164,Good,Rain,/games/rain/ps3-139127,PlayStation 3,7,Adventure,N,2013,10,1
9165,Amazing,Disgaea D2: A Brighter Darkness,/games/disgaea-d2/ps3-137721,PlayStation 3,9.1,Action,Y,2013,9,30
9166,Good,MechWarrior Online,/games/mechwarrior-online/pc-18954,PC,7.3,"Action, Simulation",N,2013,9,28
9167,Amazing,Pokemon Y,/games/pokemon-y-version/3ds-152948,Nintendo 3DS,9,RPG,Y,2013,10,4
9168,Amazing,Pokemon X,/games/pokemon-x-version/3ds-152945,Nintendo 3DS,9,RPG,Y,2013,10,4
9169,Great,F1 2013,/games/f1-2013/ps3-20002342,PlayStation 3,8,Racing,N,2013,10,4
9170,Great,F1 2013,/games/f1-2013/xbox-360-20002341,Xbox 360,8,Racing,N,2013,10,4
9171,Great,F1 2013,/games/f1-2013/pc-20002343,PC,8,Racing,N,2013,10,4
9172,Bad,Alien Rage,/games/alien-rage/pc-20002067,PC,4.4,Shooter,N,2013,10,2
9173,Awful,Dragon Fantasy Book II,/games/dragon-fantasy-book-ii/ps3-140856,PlayStation 3,3,RPG,N,2013,10,2
9174,Awful,Dragon Fantasy Book II,/games/dragon-fantasy-book-ii/vita-140859,PlayStation Vita,3,RPG,N,2013,10,2
9175,Great,Shadow Warrior,/games/shadow-warrior-2013/pc-167684,PC,8.6,Shooter,N,2013,10,2
9176,Bad,Carnivores: Dinosaur Hunter HD,/games/carnivores-dinosaur-hunter/ps3-20005450,PlayStation 3,4,Shooter,N,2013,9,27
9177,Good,Warhammer Quest,/games/warhammer-quest/iphone-140433,iPhone,7.5,"Action, RPG",N,2013,9,26
9178,Amazing,NBA 2K14,/games/nba-2k14/xbox-360-168197,Xbox 360,9.3,Sports,Y,2013,9,26
9179,Amazing,NBA 2K14,/games/nba-2k14/ps3-168201,PlayStation 3,9.3,Sports,Y,2013,9,26
9180,Amazing,Scribblenauts Unmasked: A DC Comics Adventure,/games/scribblenauts-unmasked/pc-166711,PC,9.1,"Puzzle, Action",Y,2013,9,25
9181,Amazing,Scribblenauts Unmasked: A DC Comics Adventure,/games/scribblenauts-unmasked/3ds-166712,Nintendo 3DS,9.1,"Puzzle, Action",Y,2013,9,25
9182,Amazing,Scribblenauts Unmasked: A DC Comics Adventure,/games/scribblenauts-unmasked/wii-u-166708,Wii U,9.1,"Puzzle, Action",Y,2013,9,25
9183,Great,Etrian Odyssey Untold: The Millennium Girl,/games/etrian-odyssey-untold-the-millennium-girl/3ds-163586,Nintendo 3DS,8.5,RPG,N,2013,9,23
9184,Amazing,FIFA 14,/games/fifa-2014/ps3-166237,PlayStation 3,9,Sports,Y,2013,9,23
9185,Good,Guardians of Middle-earth,/games/guardians-of-middle-earth/pc-20003980,PC,7.9,Battle,N,2013,10,1
9186,Bad,Takedown: Red Sabre,/games/takedown/pc-136312,PC,4,Shooter,N,2013,10,1
9187,Amazing,FIFA 14,/games/fifa-2014/pc-166202,PC,9,Sports,Y,2013,9,23
9188,Okay,Narco Terror,/games/narco-terror/ps3-20003123,PlayStation 3,6.5,Shooter,N,2013,9,19
9189,Okay,Narco Terror,/games/narco-terror/pc-20003389,PC,6.5,Shooter,N,2013,9,19
9190,Good,ArmA III,/games/arma-3/pc-109084,PC,7,Shooter,N,2013,9,19
9191,Great,Pro Evolution Soccer 2014,/games/pro-evolution-soccer-2014/xbox-360-20000276,Xbox 360,8.4,Sports,N,2013,9,18
9192,Great,Pro Evolution Soccer 2014,/games/pro-evolution-soccer-2014/pc-162611,PC,8.4,Sports,N,2013,9,18
9193,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/pc-152936,PC,9,Action,Y,2013,10,22
9194,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/xbox-one-20000826,Xbox One,9,Action,Y,2013,10,22
9195,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/ps3-152939,PlayStation 3,9,Action,Y,2013,10,22
9196,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/xbox-360-152941,Xbox 360,9,Action,Y,2013,10,22
9197,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/ps4-20000827,PlayStation 4,9,Action,Y,2013,10,22
9198,Amazing,LEGO Marvel Super Heroes,/games/lego-marvel-super-heroes/wii-u-152940,Wii U,9,Action,Y,2013,10,22
9199,Amazing,XCOM: Enemy Within,/games/xcom-enemy-within/pc-20003302,PC,9,Strategy,Y,2013,11,11
9200,Amazing,XCOM: Enemy Within -- Commander Edition,/games/xcom-enemy-within-commander-edition/ps3-20004578,PlayStation 3,9,Strategy,Y,2013,11,11
9201,Great,Path of Exile,/games/path-of-exile-139562/pc-85301,PC,8.8,"Action, RPG",N,2013,11,9
9202,Bad,Mario & Sonic at the Sochi 2014 Olympic Winter Games,/games/mario-sonic-at-the-sochi-2014-olympic-winter-games/wii-u-168689,Wii U,4.5,Sports,N,2013,11,9
9203,Great,Rayman Fiesta Run,/games/rayman-fiesta-run/iphone-20005265,iPhone,8.9,Platformer,N,2013,11,8
9204,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/ps4-163213,PlayStation 4,8.8,Shooter,N,2013,11,5
9205,Great,Pro Evolution Soccer 2014,/games/pro-evolution-soccer-2014/ps3-20000275,PlayStation 3,8.4,Sports,N,2013,9,18
9206,Amazing,Infinity Blade III,/games/infinity-blade-iii/iphone-20005342,iPhone,9.1,"Fighting, Action",Y,2013,9,18
9207,Amazing,SteamWorld Dig,/games/steamworld-dig/ps4-20014091,PlayStation 4,9.5,Platformer,Y,2013,9,18
9208,Amazing,SteamWorld Dig,/games/steamworld-dig/vita-20014092,PlayStation Vita,9.5,Platformer,Y,2013,9,18
9209,Amazing,SteamWorld Dig,/games/steamworld-dig/3ds-20003649,Nintendo 3DS,9.5,Platformer,Y,2013,9,18
9210,Amazing,SteamWorld Dig,/games/steamworld-dig/pc-20009398,PC,9.5,Platformer,Y,2013,9,18
9211,Amazing,The Pinball Arcade,/games/the-pinball-arcade/pc-135008,PC,9,Pinball,Y,2013,11,19
9212,Great,Dead Rising 3,/games/dead-rising-3/xbox-one-124306,Xbox One,8.3,Action,N,2013,11,18
9213,Good,Powerstar Golf,/games/powerstar-golf/xbox-one-20000666,Xbox One,7,Sports,N,2013,11,18
9214,Mediocre,Crimson Dragon,/games/crimson-dragon/xbox-one-20000553,Xbox One,5.9,Action,N,2013,11,18
9215,Okay,LocoCycle,/games/lococycle/xbox-one-20000472,Xbox One,6.4,Action,N,2013,11,18
9216,Great,Killer Instinct,/games/killer-instinct-2013/xbox-one-20000538,Xbox One,8.4,Fighting,N,2013,11,18
9217,Great,Deus Ex: Human Revolution -- Director's Cut,/games/deus-ex-human-revolution-directors-cut/wii-u-162906,Wii U,8.3,Shooter,N,2013,10,22
9218,Great,Rune Factory 4,/games/rune-factory-4/3ds-112616,Nintendo 3DS,8,RPG,N,2013,10,19
9219,Great,The Stanley Parable,/games/the-stanley-parable/pc-149463,PC,8.8,Adventure,N,2013,10,18
9220,Great,The Stanley Parable,/games/the-stanley-parable/mac-20016545,Macintosh,8.8,Adventure,N,2013,10,18
9221,Mediocre,Sonic: Lost World,/games/sonic-lost-world/wii-u-168713,Wii U,5.8,Platformer,N,2013,10,18
9222,Good,Glare,/games/glare/pc-20006641,PC,7.1,"Platformer, Action",N,2013,10,18
9223,Okay,Knock-Knock,/games/knock-knock/pc-20005861,PC,6.2,Adventure,N,2013,10,17
9224,Great,140,/games/140-game/pc-20007190,PC,8,Platformer,N,2013,10,16
9225,Good,Soundodger,/games/soundodger/pc-165671,PC,7.3,"Music, Action",N,2013,10,15
9226,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/pc-126764,PC,8.8,Shooter,N,2013,11,5
9227,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/xbox-one-163214,Xbox One,8.8,Shooter,N,2013,11,5
9228,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/ps3-167093,PlayStation 3,8.8,Shooter,N,2013,11,5
9229,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/xbox-360-167094,Xbox 360,8.8,Shooter,N,2013,11,5
9230,Great,Call of Duty: Ghosts,/games/call-of-duty-ghosts/wii-u-20002960,Wii U,8.8,Shooter,N,2013,11,5
9231,Mediocre,Hometown Story,/games/hometown-story/3ds-135408,Nintendo 3DS,5,Adventure,N,2013,11,5
9232,Awful,SpongeBob SquarePants: Plankton's Robotic Revenge,/games/spongebob-squarepants-planktons-robotic-revenge/ps3-20002984,PlayStation 3,3.5,Adventure,N,2013,11,1
9233,Good,Madden NFL 25,/games/madden-nfl-2014/ps4-169680,PlayStation 4,7.6,Sports,N,2013,11,15
9234,Good,Madden NFL 25,/games/madden-nfl-2014/xbox-one-169583,Xbox One,7.6,Sports,N,2013,11,15
9235,Amazing,The Legend of Zelda: A Link Between Worlds,/games/the-legend-of-zelda-a-link-between-worlds/3ds-121949,Nintendo 3DS,9.4,Adventure,Y,2013,11,14
9236,Great,Killzone: Shadow Fall,/games/killzone-shadow-fall/ps4-122948,PlayStation 4,8,Shooter,N,2013,11,13
9237,Mediocre,Knack,/games/knack/ps4-161070,PlayStation 4,5.9,Action,N,2013,11,13
9238,Amazing,Resogun,/games/resogun/ps4-20004202,PlayStation 4,9,Shooter,Y,2013,11,13
9239,Good,Contrast,/games/contrast-compulsion-games/pc-20000670,PC,7.5,"Puzzle, Action",N,2013,11,13
9240,Good,Contrast,/games/contrast-compulsion-games/ps4-129642,PlayStation 4,7.5,"Puzzle, Action",N,2013,11,13
9241,Amazing,Flower,/games/flower-thatgamecompany/ps4-20004353,PlayStation 4,9.5,Action,Y,2013,11,13
9242,Great,Skylanders Swap Force,/games/skylanders-swap-force/xbox-360-159810,Xbox 360,8.2,"Action, Adventure",N,2013,10,13
9243,Great,Skylanders Swap Force,/games/skylanders-swap-force/ps3-159809,PlayStation 3,8.2,"Action, Adventure",N,2013,10,13
9244,Great,Skylanders Swap Force,/games/skylanders-swap-force/wii-u-159805,Wii U,8.2,"Action, Adventure",N,2013,10,13
9245,Great,Skylanders Swap Force,/games/skylanders-swap-force/wii-159811,Wii,8.2,"Action, Adventure",N,2013,10,13
9246,Good,Skylanders Swap Force,/games/skylanders-swap-force-3ds/3ds-159812,Nintendo 3DS,7.1,Adventure,N,2013,10,13
9247,Bad,Legends of Aethereus,/games/legends-of-aethereus/pc-131001,PC,4.7,"Action, RPG",N,2013,10,11
9248,Amazing,Marvel Puzzle Quest: Dark Reign,/games/marvel-puzzle-quest-dark-reign/iphone-20006560,iPhone,9.1,"Puzzle, RPG",Y,2013,10,11
9249,Good,Just Dance 2014,/games/just-dance-2014/wii-u-20000615,Wii U,7.9,Music,N,2013,10,11
9250,Great,Football Manager 2014,/games/football-manager-2014/pc-20003936,PC,8,"Sports, Simulation",N,2013,10,31
9251,Great,Football Manager 2014,/games/football-manager-2014/mac-20003937,Macintosh,8,"Sports, Simulation",N,2013,10,31
9252,Great,Football Manager 2014,/games/football-manager-2014/linux-20003938,Linux,8,"Sports, Simulation",N,2013,10,31
9253,Mediocre,Nickelodeon's Teenage Mutant Ninja Turtles,/games/nickelodeons-teenage-mutant-ninja-turtles/3ds-20002559,Nintendo 3DS,5,Action,N,2013,10,30
9254,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/wii-u-161488,Wii U,8.5,"Action, Adventure",N,2013,10,29
9255,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/ps4-161638,PlayStation 4,8.5,"Action, Adventure",N,2013,10,29
9256,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/pc-159976,PC,8.5,"Action, Adventure",N,2013,10,29
9257,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/xbox-one-161677,Xbox One,8.5,"Action, Adventure",N,2013,10,29
9258,Bad,Deadfall Adventures,/games/deadfall-adventures/pc-161524,PC,4,Shooter,N,2013,11,27
9259,Great,Chivalry: Deadliest Warrior,/games/chivalry-deadliest-warrior/pc-20005904,PC,8.1,Action,N,2013,11,27
9260,Great,Battlefield 4,/games/battlefield-4/xbox-one-161397,Xbox One,8.5,Shooter,N,2013,11,26
9261,Mediocre,Zoo Tycoon,/games/zoo-tycoon-next-generation/xbox-one-20000592,Xbox One,5.5,Simulation,N,2013,11,23
9262,Painful,Fighter Within,/games/fighter-within/xbox-one-20004177,Xbox One,2.7,"Sports, Fighting",N,2013,11,22
9263,Great,Injustice: Gods Among Us -- Ultimate Edition,/games/injustice-gods-among-us-ultimate-edition/pc-20007058,PC,8.2,Fighting,N,2013,11,22
9264,Great,Stick it to The Man,/games/stick-it-to-the-man/ps3-20000224,PlayStation 3,8.6,"Adventure, Platformer",N,2013,11,13
9265,Great,NBA 2K14,/games/nba-2k14/ps4-20000629,PlayStation 4,8.9,Sports,N,2013,11,12
9266,Great,NBA 2K14,/games/nba-2k14/xbox-one-20000632,Xbox One,8.9,Sports,N,2013,11,12
9267,Okay,Regular Show: Mordecai and Rigby in 8-Bit Land,/games/regular-show-mordecai-and-rigby-in-8-bit-land/3ds-166005,Nintendo 3DS,6.2,Action,N,2013,11,12
9268,Great,Ratchet & Clank: Into the Nexus,/games/ratchet-and-clank-into-the-nexus/ps3-20002137,PlayStation 3,8.2,Platformer,N,2013,11,11
9269,Good,Bioshock Infinite: Burial at Sea -- Episode One,/games/bioshock-infinite-burial-at-sea/xbox-360-20003155,Xbox 360,7,Shooter,N,2013,11,11
9270,Good,Bioshock Infinite: Burial at Sea -- Episode One,/games/bioshock-infinite-burial-at-sea/pc-20003156,PC,7,Shooter,N,2013,11,11
9271,Good,Bioshock Infinite: Burial at Sea -- Episode One,/games/bioshock-infinite-burial-at-sea/ps3-20003154,PlayStation 3,7,Shooter,N,2013,11,11
9272,Good,Just Dance 2014,/games/just-dance-2014/xbox-360-20000613,Xbox 360,7.5,Music,N,2013,10,11
9273,Good,Just Dance 2014,/games/just-dance-2014/wii-20000614,Wii,7.7,Music,N,2013,10,11
9274,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/xbox-360-161487,Xbox 360,8.5,"Action, Adventure",N,2013,10,29
9275,Great,Assassin's Creed IV: Black Flag,/games/assassins-creed-black-flag/ps3-161486,PlayStation 3,8.5,"Action, Adventure",N,2013,10,29
9276,Great,Battlefield 4,/games/battlefield-4/pc-122223,PC,8.5,Shooter,N,2013,10,29
9277,Great,Battlefield 4,/games/battlefield-4/xbox-360-122225,Xbox 360,8,Shooter,N,2013,10,29
9278,Great,Injustice: Gods Among Us -- Ultimate Edition,/games/injustice-gods-among-us-ultimate-edition/vita-20006842,PlayStation Vita,8.2,Fighting,N,2013,11,22
9279,Great,Injustice: Gods Among Us -- Ultimate Edition,/games/injustice-gods-among-us-ultimate-edition/ps4-20006845,PlayStation 4,8.2,Fighting,N,2013,11,22
9280,Mediocre,Mario Party: Island Tour,/games/mario-party-3ds/3ds-166223,Nintendo 3DS,5.5,Party,N,2013,11,22
9281,Okay,Super Motherload,/games/super-motherload/ps4-20000476,PlayStation 4,6,"Action, Puzzle",N,2013,11,22
9282,Good,Just Dance 2014,/games/just-dance-2014/ps4-20000617,PlayStation 4,7.5,Music,N,2013,11,21
9283,Okay,Ryse: Son of Rome,/games/ryse/xbox-one-77597,Xbox One,6.8,"Action, Adventure",N,2013,11,21
9284,Okay,Ryse: Son of Rome,/games/ryse-170102/pc-20022844,PC,6.8,"Action, Adventure",N,2013,11,21
9285,Good,Wii Fit U,/games/wii-fit-u/wii-u-135738,Wii U,7.5,Sports,N,2013,11,21
9286,Great,Professor Layton and the Azran Legacy,/games/professor-layton-and-the-azran-legacy/3ds-140862,Nintendo 3DS,8.5,Adventure,Y,2013,11,11
9287,Amazing,XCOM: Enemy Within -- Commander Edition,/games/xcom-enemy-within-commander-edition/xbox-360-20004577,Xbox 360,9,Strategy,Y,2013,11,11
9288,Great,Need for Speed Rivals,/games/need-for-speed-rivals/pc-144773,PC,8,Racing,N,2013,11,20
9289,Great,Need for Speed Rivals,/games/need-for-speed-rivals/ps4-170809,PlayStation 4,8,Racing,N,2013,11,20
9290,Great,Need for Speed Rivals,/games/need-for-speed-rivals/xbox-one-170808,Xbox One,8,Racing,N,2013,11,20
9291,Good,SimCity: Cities of Tomorrow,/games/simcity-cities-of-tomorrow/pc-20005604,PC,7.5,Simulation,N,2013,11,20
9292,Great,Forza Motorsport 5,/games/forza-motorsport-5/xbox-one-169062,Xbox One,8.8,Racing,Y,2013,11,20
9293,Amazing,Tearaway,/games/tearaway/vita-139833,PlayStation Vita,9.3,Adventure,Y,2013,11,20
9294,Great,Battlefield 4,/games/battlefield-4/ps4-161398,PlayStation 4,8.5,Shooter,N,2013,11,19
9295,Amazing,Super Mario 3D World,/games/super-mario-wii-u/wii-u-112718,Wii U,9.6,Platformer,Y,2013,11,19
9296,Bad,NBA Live 14,/games/nba-live-2014/xbox-one-169585,Xbox One,4.3,Sports,N,2013,11,19
9297,Bad,NBA Live 14,/games/nba-live-2014/ps4-167512,PlayStation 4,4.3,Sports,N,2013,11,19
9298,Amazing,The Pinball Arcade,/games/the-pinball-arcade/ps4-20004312,PlayStation 4,9,Pinball,Y,2013,11,19
9299,Great,Battlefield 4,/games/battlefield-4/ps3-122226,PlayStation 3,8,Shooter,N,2013,10,29
9300,Great,WWE 2K14,/games/wwe-14/xbox-360-150902,Xbox 360,8.7,Wrestling,N,2013,10,28
9301,Great,WWE 2K14,/games/wwe-14/ps3-168184,PlayStation 3,8.7,Wrestling,N,2013,10,28
9302,Mediocre,Prime World,/games/prime-world/pc-107829,PC,5.9,RPG,N,2013,10,25
9303,Good,Batman: Arkham Origins Blackgate -- Deluxe Edition,/games/batman-arkham-origins-blackgate/pc-20013559,PC,7.4,Action,N,2013,10,25
9304,Good,Batman: Arkham Origins Blackgate -- Deluxe Edition,/games/batman-arkham-origins-blackgate/ps3-20013552,PlayStation 3,7.4,Action,N,2013,10,25
9305,Good,Batman: Arkham Origins Blackgate -- Deluxe Edition,/games/batman-arkham-origins-blackgate/xbox-360-20013556,Xbox 360,7.4,Action,N,2013,10,25
9306,Good,Batman: Arkham Origins Blackgate,/games/batman-arkham-origins-blackgate/3ds-165723,Nintendo 3DS,7.4,Action,N,2013,10,25
9307,Good,Batman: Arkham Origins Blackgate,/games/batman-arkham-origins-blackgate/vita-165720,PlayStation Vita,7.4,Action,N,2013,10,25
9308,Good,Batman: Arkham Origins,/games/batman-arkham-origins/pc-165718,PC,7.8,Action,N,2013,10,25
9309,Good,Batman: Arkham Origins,/games/batman-arkham-origins/xbox-360-165717,Xbox 360,7.8,Action,N,2013,10,25
9310,Good,Batman: Arkham Origins,/games/batman-arkham-origins/wii-u-165719,Wii U,7.8,Action,N,2013,10,25
9311,Good,Batman: Arkham Origins,/games/batman-arkham-origins/ps3-124520,PlayStation 3,7.8,Action,N,2013,10,25
9312,Good,Phoenix Wright: Ace Attorney -- Dual Destinies,/games/ace-attorney-5/3ds-127452,Nintendo 3DS,7.2,Adventure,N,2013,10,24
9313,Mediocre,How to Survive,/games/how-to-survive/xbox-360-20001030,Xbox 360,5.4,Action,N,2013,10,24
9314,Mediocre,How to Survive,/games/how-to-survive/pc-20001029,PC,5.4,Action,N,2013,10,24
9315,Mediocre,How to Survive,/games/how-to-survive/wii-u-20001032,Wii U,5.4,Action,N,2013,10,24
9316,Mediocre,How to Survive,/games/how-to-survive/ps3-20001031,PlayStation 3,5.4,Action,N,2013,10,24
9317,Good,Wii Party U,/games/wii-u-party/wii-u-158653,Wii U,7.5,Party,N,2013,10,23
9318,Okay,Sonic: Lost World [3DS],/games/sonic-lost-world-3ds/3ds-168716,Nintendo 3DS,6.8,Platformer,N,2013,10,22
9319,Amazing,Rocksmith 2014,/games/rocksmith-2014/pc-20000589,PC,9,Music,Y,2013,10,22
9320,Amazing,Rocksmith 2014,/games/rocksmith-2014/ps3-20002130,PlayStation 3,9,Music,Y,2013,10,22
9321,Amazing,Rocksmith 2014,/games/rocksmith-2014/mac-20002132,Macintosh,9,Music,Y,2013,10,22
9322,Amazing,Rocksmith 2014,/games/rocksmith-2014/xbox-360-20002131,Xbox 360,9,Music,Y,2013,10,22
9323,Good,Borderlands 2: T.K. Baha's Bloody Harvest,/games/borderlands-2-t-k-bahas-bloody-harvest/xbox-360-20007258,Xbox 360,7,"Shooter, RPG",N,2013,10,22
9324,Awful,Adventure Time: Explore the Dungeon Because I Don't Know!,/games/adventure-time-explore-the-dungeon-because-i-dont-know/ps3-168257,PlayStation 3,3.5,Adventure,N,2013,12,6
9325,Awful,Adventure Time: Explore the Dungeon Because I Don't Know!,/games/adventure-time-explore-the-dungeon-because-i-dont-know/wii-u-168256,Wii U,3.5,Adventure,N,2013,12,6
9326,Awful,Adventure Time: Explore the Dungeon Because I Don't Know!,/games/adventure-time-explore-the-dungeon-because-i-dont-know/pc-168259,PC,3.5,Adventure,N,2013,12,6
9327,Great,Gran Turismo 6,/games/gran-turismo-6/ps3-168334,PlayStation 3,8,Racing,N,2013,12,6
9328,Good,The Guided Fate Paradox,/games/kamisama-unmei-kakumei-paradox/ps3-137671,PlayStation 3,7,RPG,N,2013,12,5
9329,Okay,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,/games/the-raven-legacy-of-a-master-thief-chapter-iii-a-murder-of-ravens/linux-20006596,Linux,6.5,Adventure,N,2013,12,5
9330,Okay,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,/games/the-raven-legacy-of-a-master-thief-chapter-iii-a-murder-of-ravens/mac-20006591,Macintosh,6.5,Adventure,N,2013,12,5
9331,Okay,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,/games/the-raven-legacy-of-a-master-thief-chapter-iii-a-murder-of-ravens/xbox-360-20010188,Xbox 360,6.5,Adventure,N,2013,12,5
9332,Okay,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,/games/the-raven-legacy-of-a-master-thief-chapter-iii-a-murder-of-ravens/pc-20006590,PC,6.5,Adventure,N,2013,12,5
9333,Okay,The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,/games/the-raven-legacy-of-a-master-thief-chapter-iii-a-murder-of-ravens/ps3-20010189,PlayStation 3,6.5,Adventure,N,2013,12,5
9334,Great,Bravely Default,/games/bravely-default-flying-fairy/3ds-117795,Nintendo 3DS,8.6,RPG,N,2013,12,5
9335,Good,Warframe,/games/warframe/ps4-20000259,PlayStation 4,7.5,Shooter,N,2013,12,5
9336,Great,Escape Plan,/games/escape-plan/ps4-20007462,PlayStation 4,8,"Puzzle, Action",N,2013,12,5
9337,Amazing,Flower,/games/flower-thatgamecompany/vita-20000096,PlayStation Vita,9,Action,Y,2013,12,4
9338,Bad,Tiny Brains,/games/tiny-brains/ps3-20010184,PlayStation 3,4.5,Puzzle,N,2013,12,4
9339,Bad,Tiny Brains,/games/tiny-brains/ps4-20000356,PlayStation 4,4.5,Puzzle,N,2013,12,4
9340,Bad,Tiny Brains,/games/tiny-brains/pc-20010183,PC,4.5,Puzzle,N,2013,12,4
9341,Good,Redshirt,/games/redshirt/pc-20009259,PC,7.4,Action,N,2013,12,3
9342,Bad,X Rebirth,/games/x-rebirth/pc-106737,PC,4.3,Simulation,N,2013,12,2
9343,Great,DC Universe Online,/games/dc-universe-online/ps4-20000351,PlayStation 4,8,RPG,N,2013,12,2
9344,Amazing,FIFA 14,/games/fifa-2014/xbox-one-169061,Xbox One,9.1,Sports,Y,2013,12,2
9345,Amazing,FIFA 14,/games/fifa-2014/ps4-169681,PlayStation 4,9.1,Sports,Y,2013,12,2
9346,Amazing,FIFA 14,/games/fifa-2014/xbox-360-166236,Xbox 360,9.1,Sports,Y,2013,12,2
9347,Great,Baldur's Gate II -- Enhanced Edition,/games/baldurs-gate-2-enhanced-edition/pc-130335,PC,8.3,RPG,N,2013,11,27
9348,Amazing,Device 6,/games/device-6/iphone-20007345,iPhone,9.5,"Puzzle, Adventure",Y,2013,11,27
9349,Good,Insurgency,/games/insurgency-2/pc-137629,PC,7.5,Shooter,N,2014,1,28
9350,Amazing,Tomb Raider: Definitive Edition,/games/tomb-raider-definitive-edition/xbox-one-20009691,Xbox One,9.1,Action,Y,2014,1,25
9351,Amazing,Tomb Raider: Definitive Edition,/games/tomb-raider-definitive-edition/ps4-20009692,PlayStation 4,9.1,Action,Y,2014,1,25
9352,Good,Consortium,/games/consortium/pc-165989,PC,7.2,Simulation,N,2014,1,25
9353,Amazing,Minecraft,/games/minecraft/ps3-20005055,PlayStation 3,9.5,Action,Y,2014,1,24
9354,Amazing,Minecraft,/games/minecraft/vita-20005056,PlayStation Vita,9.5,Action,Y,2014,1,24
9355,Okay,KickBeat,/games/kickbeat/pc-20012067,PC,6.5,"Music, Action",N,2014,1,23
9356,Good,OlliOlli,/games/olliolli/pc-20013995,PC,7.7,Sports,N,2014,1,21
